GESTURE_WALKING
0.08,-0.98,0.17,-0.63,4.68,-10.85,-249.29,400.13,-128.10
-0.37,-0.77,0.14,-19.76,83.43,-24.63,-277.42,381.69,-131.25
-0.25,-1.80,0.06,13.29,-28.02,293.63,-110.58,460.26,-94.50
0.10,-0.60,0.03,11.06,4.12,-30.61,175.57,373.94,-140.70
-0.26,-1.69,0.15,-16.70,34.45,-265.32,-169.75,429.22,-134.40
-0.54,-0.88,0.22,0.00,-30.80,-56.00,-370.54,288.57,-153.30
GESTURE_WALKING
-0.07,-1.01,0.20,-0.63,-3.60,0.42,-210.49,412.74,-136.50
0.07,-0.86,0.15,-9.32,10.87,-26.02,-196.91,423.40,-121.80
-0.79,-1.20,-0.02,-16.28,98.87,-52.45,-250.26,385.57,-154.35
0.18,-1.39,0.08,67.90,-181.06,356.73,226.01,343.87,-108.15
0.16,-0.60,0.04,-51.97,4.40,-264.83,240.56,253.66,-214.20
-0.44,-1.92,0.24,-71.93,-58.77,-260.45,-344.35,328.34,-105.00
GESTURE_WALKING
-0.23,-0.66,0.11,4.24,-20.23,29.01,-305.55,369.08,-100.80
-0.53,-2.00,0.27,18.71,90.94,334.75,-88.27,445.71,-121.80
0.19,-0.35,0.07,-14.82,-29.48,-8.90,258.02,238.13,-200.55
-0.17,-2.14,0.31,-75.55,7.67,-354.16,-150.35,430.19,-129.15
-0.41,-0.98,0.19,9.81,-12.37,-55.58,-403.52,272.08,-96.60
-0.23,-1.72,0.20,38.75,13.16,223.37,-330.77,349.69,-92.40
GESTURE_WALKING
-0.11,-2.77,0.22,74.71,-2.00,429.70,-208.55,439.89,-82.95
0.27,-0.46,0.04,16.14,-23.01,25.11,269.66,240.07,-179.55
-0.09,-2.43,0.28,-71.72,11.56,-396.38,-171.69,444.75,-106.05
-0.41,-0.86,0.10,5.91,58.94,-41.95,-457.84,194.48,-97.65
-0.25,-1.86,0.21,30.19,-33.17,255.93,-375.39,323.50,-85.05
0.26,-0.99,0.12,44.66,35.43,199.79,212.43,321.56,-161.70
GESTURE_WALKING
-0.10,-1.97,0.22,26.71,62.63,381.50,-134.83,447.65,-120.75
0.28,-0.58,0.11,-29.15,-33.93,-65.32,213.40,310.88,-173.25
-0.21,-2.07,0.32,-68.52,-37.90,-328.07,-257.05,414.68,-92.40
-0.31,-0.81,0.13,17.67,0.50,17.95,-440.38,243.95,-59.85
-0.20,-1.92,0.18,54.75,59.36,296.56,-201.76,442.81,-79.80
0.09,-0.60,0.10,4.66,-59.60,49.39,203.70,331.25,-158.55
GESTURE_WALKING
-0.21,-2.02,0.31,77.50,52.68,359.30,-32.01,444.75,-126.00
0.25,-0.49,0.12,-32.70,-31.77,-106.64,206.61,299.25,-194.25
-0.18,-1.81,0.24,-56.70,40.16,-279.37,-241.53,416.62,-105.00
-0.41,-0.88,0.14,15.79,-5.90,25.74,-425.83,261.42,-86.10
-0.07,-2.11,0.18,84.31,-25.37,333.84,-161.99,447.65,-91.35
0.03,-0.39,0.09,-14.12,-93.41,2.43,215.34,297.31,-192.15
GESTURE_WALKING
-0.12,-1.63,0.22,77.57,-5.69,265.46,-126.10,456.38,-84.00
0.13,-0.69,0.10,-23.17,-18.28,-61.08,111.55,388.49,-161.70
-0.13,-1.57,0.23,-50.64,21.72,-223.30,-247.35,425.34,-77.70
-0.29,-0.94,0.15,2.85,10.87,-5.36,-402.55,286.63,-95.55
-0.16,-1.39,0.17,14.75,-23.84,163.34,-286.15,401.09,-84.00
0.13,-0.83,0.12,8.49,2.45,50.43,19.40,438.93,-116.55
GESTURE_WALKING
-0.25,-0.95,0.13,11.20,-20.85,64.97,-414.19,276.94,-92.40
0.04,-1.69,0.19,58.57,-37.20,251.41,-158.11,449.59,-85.05
0.15,-0.68,0.09,-13.08,-18.56,-55.86,92.15,404.97,-141.75
-0.15,-1.61,0.22,-45.43,0.71,-236.10,-280.33,405.94,-78.75
-0.30,-0.90,0.15,8.70,12.12,1.53,-418.07,272.08,-77.70
-0.03,-1.55,0.20,29.15,23.04,239.10,-218.25,434.07,-81.90
GESTURE_WALKING
0.14,-1.36,0.15,61.57,-12.78,219.27,-8.73,442.81,-117.60
0.08,-0.86,0.10,-30.40,-2.90,-150.61,60.14,417.58,-140.70
-0.22,-1.48,0.23,-53.50,-10.56,-190.68,-350.17,358.41,-58.80
-0.27,-1.00,0.18,20.66,-8.12,84.80,-415.16,284.69,-48.30
0.06,-1.42,0.15,51.41,-10.07,242.37,-94.09,453.47,-96.60
0.10,-0.78,0.10,-23.03,-20.99,-102.54,68.87,419.52,-131.25
GESTURE_WALKING
-0.15,-1.54,0.22,37.01,-36.99,201.25,-319.13,380.72,-59.85
0.20,-0.86,0.08,22.19,5.86,107.62,77.60,409.82,-143.85
-0.01,-1.30,0.17,-55.23,-23.77,-216.70,-82.45,452.50,-107.10
-0.24,-1.05,0.22,-18.92,-2.07,-77.98,-394.79,310.88,-44.10
-0.18,-1.23,0.17,39.17,-1.10,149.29,-358.90,353.56,-47.25
0.12,-1.04,0.10,54.89,40.85,156.45,0.97,439.89,-132.30
