GESTURE_CIRCLE
-0.31,0.87,0.41,8.42,38.14,10.43,-77.60,-179.94,-361.20
0.70,0.98,1.08,121.32,-22.80,67.20,-127.07,-218.73,-341.25
0.28,0.41,0.24,49.53,-113.31,-41.25,-234.74,-361.32,-168.00
-0.21,0.63,-0.03,-58.16,-98.14,-57.04,-206.61,-396.25,-86.10
-0.71,1.05,0.52,-169.74,47.11,-22.26,-154.23,-282.75,-285.60
-0.27,1.15,1.12,-6.75,119.18,137.39,-53.35,-111.06,-383.25
GESTURE_CIRCLE
-0.03,1.37,0.17,-16.70,31.81,69.29,-85.36,-277.90,-307.65
0.58,0.61,0.42,55.58,-95.77,-15.93,-220.19,-330.28,-223.65
0.02,0.60,0.07,-36.17,-101.48,-43.62,-248.32,-369.08,-126.00
-0.40,0.86,0.35,-135.30,-54.80,-44.45,-208.55,-346.77,-192.15
-0.66,1.09,0.90,-112.83,115.22,59.13,-122.22,-160.53,-368.55
-0.10,0.98,1.24,118.89,64.16,131.83,-8.73,-149.87,-365.40
GESTURE_CIRCLE
0.61,0.70,0.23,55.10,-101.76,5.43,-215.34,-357.44,-185.85
-0.00,0.61,0.02,-43.69,-96.47,-36.03,-228.92,-381.69,-116.55
-0.36,0.93,0.26,-88.49,-11.32,-76.80,-188.18,-357.44,-186.90
-0.69,1.13,0.60,-131.83,82.03,30.68,-96.03,-253.66,-320.25
-0.03,1.13,1.05,79.51,79.60,135.44,0.00,-188.66,-346.50
0.06,0.54,0.23,110.54,-43.81,34.71,-90.21,-366.18,-215.25
GESTURE_CIRCLE
0.06,1.32,0.19,-25.60,9.34,36.17,-113.49,-326.40,-262.50
0.52,0.70,0.18,40.49,-106.63,-2.92,-221.16,-364.24,-170.10
0.02,0.70,-0.04,-18.92,-87.57,-38.40,-233.77,-387.51,-95.55
-0.44,0.91,0.09,-112.77,-62.10,-41.67,-176.54,-375.88,-158.55
-0.50,1.03,0.70,-116.45,85.93,9.39,-111.55,-224.56,-337.05
-0.03,1.16,1.10,59.69,82.73,108.94,-14.55,-149.87,-364.35
GESTURE_CIRCLE
0.56,0.74,0.35,63.65,-100.02,10.85,-195.94,-348.71,-219.45
-0.05,0.66,0.02,-17.46,-105.24,-29.84,-218.25,-385.57,-120.75
-0.35,0.86,0.10,-86.82,-25.93,-34.09,-184.30,-375.88,-158.55
-0.57,1.09,0.54,-119.30,76.68,-9.81,-114.46,-266.26,-308.70
-0.27,1.23,1.01,38.47,93.44,82.23,8.73,-169.26,-357.00
0.15,0.52,0.26,121.32,-35.67,36.45,-53.35,-358.41,-227.85
GESTURE_CIRCLE
0.57,0.75,0.30,44.38,-93.97,3.69,-208.55,-350.65,-203.70
0.02,0.65,0.03,-17.95,-90.28,-52.24,-203.70,-387.51,-127.05
-0.32,0.88,0.21,-76.38,-15.01,-43.41,-142.59,-368.12,-190.05
-0.55,0.92,0.54,-101.57,46.28,18.50,-88.27,-254.63,-319.20
-0.16,1.08,1.03,18.30,91.98,101.43,-16.49,-145.98,-368.55
0.11,0.75,0.55,130.99,-28.71,35.55,-41.71,-316.70,-273.00
GESTURE_CIRCLE
0.77,1.04,0.52,96.42,-53.69,35.41,-153.26,-312.82,-266.70
-0.01,0.58,0.07,3.69,-99.81,-29.98,-199.82,-382.66,-154.35
-0.23,0.72,0.06,-59.06,-48.54,-46.12,-178.48,-382.66,-148.05
-0.55,0.96,0.37,-116.73,19.56,-17.32,-110.58,-306.03,-274.05
-0.43,1.06,0.88,-42.64,72.36,102.61,-36.86,-164.41,-364.35
0.01,0.95,0.78,119.86,11.01,97.46,-18.43,-264.32,-310.80
GESTURE_CIRCLE
0.50,1.27,0.65,59.83,-40.75,69.77,-116.40,-280.81,-303.45
0.10,0.57,0.17,33.95,-102.31,-54.05,-199.82,-371.02,-176.40
-0.23,0.72,-0.01,-68.10,-59.81,-42.16,-183.33,-388.49,-143.85
-0.47,0.91,0.38,-109.77,16.30,-36.24,-135.80,-305.06,-273.00
-0.43,1.06,0.93,-58.92,113.69,53.57,-57.23,-148.89,-372.75
-0.19,0.88,0.88,118.33,46.28,100.87,10.67,-227.47,-328.65
GESTURE_CIRCLE
0.12,0.50,0.31,48.28,-86.11,-61.70,-175.57,-359.38,-207.90
-0.37,0.59,-0.01,-2.71,-74.21,-37.08,-129.98,-390.43,-166.95
-0.57,0.95,0.28,-107.83,-20.37,-29.08,-112.52,-325.44,-254.10
-0.66,0.94,0.86,-100.24,109.16,70.40,-44.62,-161.50,-367.50
-0.14,0.99,1.03,116.59,53.10,96.21,16.49,-223.59,-333.90
-0.04,0.36,-0.17,-2.02,-9.58,-6.12,-63.05,-386.55,-190.05
GESTURE_CIRCLE
0.83,1.24,0.66,102.82,-71.70,58.57,-152.29,-308.94,-274.05
0.04,0.55,0.09,18.23,-116.99,-40.14,-214.37,-389.45,-120.75
-0.26,0.72,-0.04,-60.10,-61.06,-38.61,-178.48,-403.03,-92.40
-0.73,1.07,0.33,-128.97,19.77,-16.21,-137.74,-332.22,-237.30
-0.56,1.04,0.92,-98.37,115.70,108.73,-32.98,-163.44,-363.30
-0.08,0.73,0.82,159.79,28.19,96.49,3.88,-278.88,-294.00
GESTURE_CIRCLE
-0.16,0.95,0.26,30.89,-9.72,10.64,218.25,-297.31,-24.15
0.04,1.31,0.42,-1.74,-14.38,82.85,141.62,-339.99,-39.90
0.64,0.54,-0.03,79.30,-69.97,-52.24,89.24,-376.84,49.35
-0.31,0.58,-0.21,-34.92,-69.69,-95.44,246.38,-279.84,5.25
-0.77,1.21,0.20,-99.48,46.14,131.27,229.89,-284.69,-114.45
0.70,1.13,0.54,120.97,26.66,53.50,59.17,-375.88,-40.95
GESTURE_CIRCLE
0.49,1.31,0.04,17.74,-30.38,94.68,19.40,-391.39,21.00
0.73,0.45,0.01,21.15,-68.71,-61.50,5.82,-399.15,52.50
-0.21,0.66,-0.24,-23.03,-57.72,-58.64,158.11,-348.71,10.50
-0.16,0.99,0.08,-104.90,22.83,116.73,80.51,-361.32,-134.40
0.83,1.29,0.88,77.01,63.39,88.49,-20.37,-365.20,-164.85
0.97,0.55,0.05,72.97,-39.01,-15.58,-80.51,-401.09,10.50
GESTURE_CIRCLE
0.66,1.07,-0.12,13.63,-26.63,11.55,-24.25,-399.15,45.15
0.60,0.63,-0.08,9.81,-85.90,-37.01,25.22,-395.27,48.30
-0.18,0.71,-0.28,-46.75,-64.33,-13.22,120.28,-367.14,-13.65
-0.10,0.95,0.01,-110.54,44.19,75.20,56.26,-353.56,-161.70
0.70,1.00,0.87,22.54,58.31,121.04,-22.31,-319.62,-245.70
0.87,0.65,0.55,127.23,-28.99,34.09,-104.76,-376.84,-111.30
GESTURE_CIRCLE
0.41,0.64,-0.19,-13.29,-74.35,-37.84,91.18,-372.96,44.10
-0.31,0.89,-0.12,-71.37,-19.18,39.30,129.98,-358.41,-74.55
0.40,1.07,0.53,-41.67,71.39,145.60,-22.31,-356.47,-185.85
1.04,0.60,0.39,120.28,-17.17,29.84,-140.65,-379.75,-90.30
0.76,0.38,-0.11,27.76,-66.63,-78.26,-79.54,-398.19,57.75
0.14,0.61,-0.24,-38.96,-79.22,-41.32,75.66,-384.60,11.55
GESTURE_CIRCLE
-0.14,1.17,0.19,-107.76,23.88,64.42,35.89,-349.69,-172.20
0.88,0.99,0.78,70.19,57.13,106.23,-75.66,-339.99,-210.00
1.04,0.53,0.17,88.97,-54.31,-42.92,-123.19,-395.27,-17.85
0.38,0.46,-0.25,8.56,-89.24,-65.04,25.22,-390.43,51.45
-0.29,0.95,-0.12,-100.31,-53.69,6.82,128.04,-349.69,-79.80
0.23,1.05,0.51,-51.41,60.54,130.64,19.40,-332.22,-217.35
GESTURE_CIRCLE
0.31,0.79,0.37,-10.30,13.51,6.47,-4.85,-335.13,-216.30
0.72,1.08,0.69,90.57,25.41,47.03,-36.86,-349.69,-179.55
0.86,0.51,0.17,62.68,-68.92,-54.61,-37.83,-401.09,-4.20
0.32,0.66,-0.26,-14.26,-79.64,-33.46,64.02,-384.60,21.00
-0.27,0.90,-0.05,-103.72,-11.53,33.60,85.36,-361.32,-114.45
0.44,0.96,0.61,-10.92,94.49,101.91,9.70,-335.13,-203.70
GESTURE_CIRCLE
