GESTURE_NONE
-0.38,0.38,0.85,1.53,-1.44,-1.25,200.79,98.45,-549.15
-0.38,0.40,0.84,2.78,-12.23,-5.22,196.91,91.66,-553.35
-0.36,0.38,0.86,-1.11,-11.18,-0.14,186.24,93.61,-556.50
-0.27,0.40,0.88,-8.56,2.31,-1.67,145.50,97.48,-568.05
-0.30,0.36,0.88,-1.88,8.71,-0.90,160.05,108.16,-560.70
-0.29,0.35,0.90,8.77,-2.90,-3.97,153.26,100.39,-559.65
-0.32,0.37,0.88,3.90,-4.23,-2.99,148.41,94.58,-564.90
-0.28,0.39,0.89,7.79,-8.61,-6.47,122.22,86.81,-572.25
-0.30,0.40,0.88,0.97,2.73,-2.64,118.34,85.84,-575.40
-0.30,0.42,0.87,15.17,-11.04,-10.99,116.40,71.30,-574.35
-0.35,0.43,0.84,-29.50,23.60,9.46,122.22,70.33,-571.20
-0.30,0.41,0.87,8.42,-6.52,-5.36,124.16,79.05,-570.15
-0.33,0.41,0.86,-2.57,-0.47,-0.90,123.19,76.14,-573.30
-0.30,0.40,0.87,0.42,2.17,-0.90,125.13,80.02,-568.05
-0.32,0.38,0.87,0.42,-0.54,-0.14,127.07,83.91,-574.35
-0.32,0.39,0.87,0.90,-1.58,0.21,126.10,84.88,-571.20
-0.32,0.39,0.87,1.04,-0.54,-0.21,122.22,84.88,-573.30
-0.32,0.38,0.88,1.67,1.13,0.42,121.25,83.91,-572.25
-0.34,0.38,0.86,-5.22,0.64,12.73,129.01,83.91,-571.20
-0.32,0.39,0.87,1.11,0.64,0.00,135.80,85.84,-569.10
-0.32,0.39,0.88,1.95,0.29,0.07,136.77,83.91,-569.10
-0.31,0.40,0.88,3.97,2.94,-2.02,136.77,86.81,-568.05
-0.32,0.38,0.87,-1.25,0.85,-4.24,133.86,82.94,-569.10
-0.33,0.38,0.87,1.32,-1.10,2.50,129.98,86.81,-572.25
-0.35,0.38,0.87,1.53,-1.72,-3.55,131.92,86.81,-569.10
-0.33,0.39,0.87,3.62,1.48,0.07,131.92,87.78,-568.05
-0.34,0.39,0.86,7.17,-1.72,-4.45,113.49,81.97,-574.35
-0.32,0.39,0.87,6.26,-7.36,-0.97,103.79,78.08,-575.40
-0.31,0.41,0.87,-1.95,3.50,1.74,105.73,71.30,-572.25
-0.27,0.39,0.87,6.19,-6.52,0.77,108.64,67.41,-575.40
-0.32,0.41,0.87,-3.34,9.13,2.64,121.25,63.53,-575.40
-0.33,0.43,0.85,-1.88,4.54,9.95,144.53,70.33,-563.85
-0.36,0.43,0.83,-0.28,2.24,9.39,166.84,66.44,-558.60
-0.35,0.43,0.82,10.50,-6.38,-3.55,194.00,62.56,-546.00
-0.36,0.45,0.82,1.25,5.23,2.99,194.00,59.66,-551.25
-0.38,0.46,0.82,0.97,0.02,-1.88,197.88,55.77,-544.95
-0.34,0.47,0.82,-7.51,10.66,-8.00,205.64,62.56,-543.90
-0.38,0.39,0.85,-0.21,-1.72,0.70,205.64,86.81,-540.75
-0.36,0.41,0.85,-2.92,-3.95,-0.14,192.06,81.00,-549.15
-0.37,0.39,0.85,-1.53,-0.05,0.42,200.79,87.78,-544.95
-0.36,0.38,0.86,0.56,-1.44,0.14,198.85,88.75,-544.95
-0.36,0.38,0.86,0.07,-1.86,-0.56,196.91,89.72,-542.85
-0.34,0.40,0.86,6.82,-15.57,-5.29,189.15,86.81,-548.10
-0.33,0.41,0.86,14.89,-15.01,-25.39,151.32,76.14,-564.90
-0.35,0.40,0.86,1.46,-0.40,-3.34,136.77,78.08,-570.15
-0.36,0.39,0.85,2.30,-1.17,1.32,136.77,75.17,-568.05
-0.36,0.39,0.85,0.28,-0.12,-1.60,129.98,85.84,-567.00
-0.32,0.39,0.87,0.97,0.23,-0.28,126.10,83.91,-570.15
-0.31,0.39,0.87,1.32,-1.86,4.73,119.31,81.00,-572.25
-0.30,0.40,0.87,4.17,1.34,0.42,120.28,79.05,-573.30
-0.34,0.41,0.86,2.64,1.76,2.30,132.89,75.17,-572.25
-0.34,0.42,0.85,2.30,-0.26,-1.18,138.71,73.23,-571.20
-0.32,0.41,0.86,1.53,-0.12,-5.08,129.01,73.23,-570.15
-0.35,0.40,0.85,2.30,-2.97,-5.57,126.10,74.20,-570.15
-0.36,0.41,0.85,1.32,-2.21,-2.37,122.22,80.02,-572.25
-0.34,0.40,0.86,0.90,-0.26,-0.83,124.16,79.05,-572.25
-0.34,0.40,0.86,0.97,0.09,-1.11,120.28,81.97,-575.40
-0.35,0.40,0.86,1.32,-1.03,-0.56,121.25,81.00,-572.25
-0.35,0.39,0.86,0.83,-1.10,0.00,124.16,82.94,-568.05
-0.36,0.39,0.86,0.97,-0.19,0.35,120.28,83.91,-569.10
-0.35,0.39,0.86,1.46,-1.17,-0.49,120.28,82.94,-575.40
-0.39,0.40,0.84,-0.63,1.34,8.00,143.56,84.88,-563.85
-0.34,0.40,0.86,-2.02,4.89,5.98,150.35,83.91,-569.10
-0.35,0.40,0.86,1.18,4.19,-1.67,156.17,84.88,-567.00
-0.35,0.39,0.85,2.02,0.16,-1.53,150.35,83.91,-567.00
-0.35,0.41,0.85,1.25,-0.75,-0.83,150.35,82.94,-562.80
-0.34,0.40,0.86,1.04,-0.96,-0.21,147.44,82.94,-568.05
-0.35,0.41,0.86,1.11,-1.31,-3.62,136.77,75.17,-571.20
-0.34,0.41,0.85,2.64,-2.42,-3.20,129.98,77.11,-571.20
-0.37,0.41,0.85,-1.18,-0.05,3.34,135.80,76.14,-572.25
