GESTURE_NONE
-0.33,0.23,0.94,-1.53,8.02,4.24,62.08,25.70,-330.75
-0.39,0.35,0.87,2.37,-0.12,5.15,90.21,-6.30,-327.60
-0.36,0.31,0.90,-0.90,-5.41,8.49,92.15,-8.24,-321.30
-0.38,0.34,0.87,-8.21,2.59,33.46,90.21,-16.97,-315.00
-0.26,0.39,0.90,15.23,10.31,16.70,78.57,-44.13,-311.85
-0.35,0.38,0.87,13.84,7.04,-28.94,95.06,-44.13,-310.80
GESTURE_NONE
-0.51,0.35,0.81,-20.59,-4.23,28.38,139.68,-12.13,-313.95
-0.48,0.37,0.81,-5.63,2.94,11.06,143.56,-20.86,-309.75
-0.46,0.39,0.80,-5.08,2.24,9.81,141.62,-29.59,-302.40
-0.46,0.37,0.81,-3.06,-0.89,-2.43,144.53,-28.61,-303.45
-0.45,0.36,0.82,-0.35,-3.39,-1.11,139.68,-27.64,-302.40
-0.44,0.38,0.83,3.62,2.31,-4.94,138.71,-23.77,-304.50
GESTURE_NONE
-0.29,0.36,0.90,-1.81,1.13,0.28,-19.40,-1.46,-367.50
-0.36,0.29,0.91,-12.03,43.43,-1.32,0.00,9.21,-368.55
-0.23,0.36,0.91,21.84,15.53,-2.50,-17.46,2.42,-363.30
-0.31,0.40,0.87,-0.14,3.70,-0.35,-14.55,-14.06,-367.50
-0.33,0.40,0.87,2.71,-3.74,-5.50,-11.64,-13.09,-365.40
-0.35,0.40,0.85,2.85,-1.44,-1.32,-10.67,-17.95,-364.35
GESTURE_NONE
-0.35,0.39,0.86,0.14,-0.61,-0.07,17.46,3.40,-363.30
-0.35,0.39,0.86,0.07,-0.26,-0.21,15.52,3.40,-362.25
-0.36,0.39,0.86,0.28,-0.19,0.35,17.46,4.37,-363.30
-0.35,0.38,0.87,1.18,-3.32,0.63,16.49,3.40,-358.05
-0.35,0.39,0.87,0.70,-1.17,0.35,12.61,1.46,-365.40
-0.32,0.39,0.87,3.13,-2.77,-5.43,10.67,0.48,-362.25
GESTURE_NONE
-0.36,0.39,0.86,0.21,-0.12,0.00,-9.70,-16.97,-363.30
-0.36,0.39,0.86,-0.14,0.43,-0.21,-6.79,-14.06,-364.35
-0.36,0.39,0.86,0.21,0.50,0.28,-8.73,-13.09,-364.35
-0.36,0.39,0.87,0.21,-0.61,0.07,-6.79,-14.06,-365.40
-0.36,0.39,0.85,0.14,-0.12,0.00,-7.76,-18.91,-363.30
-0.36,0.39,0.85,0.14,-0.12,-0.14,-6.79,-14.06,-363.30
GESTURE_NONE
-0.35,0.38,0.86,0.35,-0.12,0.63,-9.70,-14.06,-364.35
-0.32,0.39,0.87,5.91,3.63,-4.87,-11.64,-16.97,-364.35
-0.37,0.41,0.85,1.95,3.43,-4.17,-12.61,-24.73,-361.20
-0.38,0.41,0.84,0.00,3.77,-1.67,-7.76,-24.73,-358.05
-0.39,0.40,0.83,0.21,-1.86,2.50,-2.91,-20.86,-357.00
-0.38,0.40,0.84,0.49,2.31,-0.90,0.00,-22.79,-355.95
GESTURE_NONE
-0.39,0.37,0.85,-1.81,-0.12,1.32,32.01,10.19,-359.10
-0.37,0.38,0.85,2.92,-6.11,1.18,26.19,5.33,-359.10
-0.35,0.39,0.85,2.30,-5.06,-5.57,12.61,1.46,-360.15
-0.35,0.39,0.85,3.27,-3.67,-4.17,12.61,1.46,-359.10
-0.35,0.39,0.86,1.18,-0.33,-1.95,7.76,-1.46,-361.20
-0.36,0.39,0.85,4.66,-2.84,-5.57,10.67,-6.30,-360.15
GESTURE_NONE
-0.74,0.64,-0.21,-0.14,-0.12,0.00,264.81,-104.27,211.05
-0.74,0.63,-0.21,0.70,-0.89,0.42,262.87,-105.24,207.90
-0.73,0.63,-0.20,-0.56,0.36,-0.07,266.75,-105.24,208.95
-0.74,0.63,-0.21,-0.07,0.09,-0.07,264.81,-105.24,208.95
-0.73,0.63,-0.20,-0.07,0.50,0.42,261.90,-106.22,212.10
-0.73,0.64,-0.20,0.49,-0.40,0.21,262.87,-110.09,207.90
GESTURE_NONE
-0.39,0.39,0.85,0.56,-0.75,0.83,7.76,-17.95,-358.05
-0.39,0.39,0.83,1.04,-1.31,-0.21,7.76,-18.91,-359.10
-0.39,0.40,0.84,0.63,1.55,0.28,7.76,-18.91,-357.00
-0.38,0.39,0.84,1.95,-0.75,-2.16,4.85,-21.82,-358.05
-0.39,0.39,0.84,5.15,-2.49,-4.31,2.91,-28.61,-359.10
-0.39,0.40,0.83,5.63,-4.23,-7.03,1.94,-32.49,-355.95
GESTURE_NONE
-0.73,0.64,-0.20,-0.35,0.23,-0.63,267.72,-107.19,208.95
-0.73,0.64,-0.21,1.04,0.29,0.83,266.75,-105.24,205.80
-0.73,0.64,-0.21,-3.34,-1.10,-0.14,264.81,-106.22,206.85
-0.74,0.64,-0.20,-0.35,0.71,-0.21,266.75,-106.22,203.70
-0.74,0.63,-0.19,-0.49,-0.75,-0.07,269.66,-105.24,202.65
-0.73,0.64,-0.18,-0.70,0.29,0.28,269.66,-108.16,203.70

