GESTURE_NONE
-0.26,0.43,0.88,0.56,1.20,1.32,28.13,58.68,-572.25
-0.27,0.43,0.87,3.90,0.02,-9.74,27.16,53.84,-573.30
-0.30,0.42,0.86,-1.95,-2.63,-0.97,26.19,53.84,-574.35
-0.23,0.43,0.87,3.13,1.69,1.04,12.61,39.28,-573.30
-0.36,0.43,0.84,6.96,-3.88,-10.09,32.01,46.07,-574.35
-0.29,0.45,0.86,7.93,-5.48,-11.83,9.70,32.49,-573.30
-0.28,0.45,0.85,5.36,-4.09,-9.53,1.94,20.86,-574.35
-0.30,0.45,0.86,1.74,0.09,2.02,3.88,20.86,-574.35
-0.26,0.46,0.87,-13.22,-2.07,20.24,-2.91,31.52,-572.25
-0.26,0.45,0.87,-4.03,-4.78,1.74,5.82,41.23,-575.40
-0.24,0.37,0.91,-3.62,5.79,-0.97,-5.82,57.71,-575.40
-0.25,0.40,0.90,-4.03,-15.29,-3.06,5.82,64.50,-575.40
-0.25,0.36,0.90,1.32,13.09,1.67,-4.85,92.63,-577.50
-0.29,0.36,0.90,-1.18,0.29,0.21,9.70,94.58,-575.40
-0.24,0.34,0.92,2.92,-0.33,11.41,12.61,90.69,-572.25
-0.26,0.38,0.90,3.97,5.16,-1.32,16.49,92.63,-572.25
-0.27,0.50,0.95,106.30,11.70,60.73,7.76,-14.06,-575.40
-0.50,0.67,0.66,-30.68,233.83,184.00,302.64,-228.44,-270.90
-0.05,0.63,0.29,-39.86,146.73,114.50,231.83,-379.75,-99.75
-0.24,0.60,0.81,-36.31,44.19,-68.03,293.91,-307.00,-92.40
-0.26,0.61,0.73,-48.21,9.55,31.79,327.86,-246.86,-121.80
-0.55,0.25,0.84,20.45,28.96,34.78,310.40,-267.24,-126.00
-0.43,0.59,0.78,17.95,-50.49,-6.61,268.69,-307.97,-133.35
-0.36,0.65,0.70,24.00,-4.78,-11.13,268.69,-299.25,-142.80
-0.33,0.65,0.67,1.81,3.84,-1.53,273.54,-304.09,-134.40
-0.26,0.69,0.69,-0.42,-16.96,6.19,254.14,-312.82,-154.35
-0.14,0.70,0.71,2.23,-22.04,9.11,224.07,-318.64,-181.65
-0.07,0.71,0.76,4.03,1.83,9.53,204.67,-331.25,-191.10
0.01,0.66,0.82,-16.35,-8.68,-18.23,207.58,-338.05,-179.55
0.02,0.77,0.62,56.90,-97.10,-61.08,182.36,-339.01,-203.70
